,all,neg,pos,neu
sims2,1,,,1.0
minutee,1,,,1.0
Absolutely,6,1.0,3.0,2.0
what`s,58,19.0,9.0,30.0
matter,26,8.0,6.0,12.0
chickadee?,1,,,1.0
hey,110,13.0,40.0,57.0
mia!,1,,1.0,
totally,104,44.0,30.0,30.0
adore,7,,4.0,3.0
music.,13,3.0,7.0,3.0
cd,16,1.0,8.0,7.0
out?,11,2.0,5.0,4.0
Shopping.,1,,1.0,
Cleaning.,1,,1.0,
BMFing.,1,,1.0,
Webcam,2,1.0,1.0,
chatting,11,1.0,4.0,6.0
nephews.,1,,1.0,
Nothing,29,7.0,9.0,13.0
"spesh,",1,,1.0,
bank,49,8.0,24.0,17.0
Monday,61,13.0,29.0,19.0
nonetheless,2,1.0,1.0,
=O,4,,1.0,3.0
need,522,164.0,113.0,245.0
ask,63,14.0,17.0,32.0
something?,8,4.0,2.0,2.0
Lmao,7,1.0,4.0,2.0
splinters,1,1.0,,
look,227,59.0,83.0,85.0
painful...but,1,1.0,,
heroic,1,1.0,,
saving,13,3.0,4.0,6.0
mr.,6,3.0,3.0,
Pickle,1,1.0,,
sad?,7,4.0,,3.0
Nice,39,1.0,33.0,5.0
tweeting!,2,,2.0,
It`s,403,134.0,118.0,151.0
Sunday,54,7.0,24.0,23.0
10th,9,,4.0,5.0
May,98,8.0,61.0,29.0
we`re,72,17.0,20.0,35.0
celebrating,11,,9.0,2.0
Mother`s,216,2.0,195.0,19.0
Day,261,5.0,219.0,37.0
today.,174,59.0,47.0,68.0
yer,10,4.0,4.0,2.0
Mom,36,5.0,21.0,10.0
decided,32,9.0,12.0,11.0
2,613,179.0,159.0,275.0
trans,2,,1.0,1.0
frm,8,3.0,3.0,2.0
relaxed,3,,3.0,
natural,2,1.0,1.0,
whole,113,39.0,24.0,50.0
looked,46,10.0,18.0,18.0
roots.,2,,1.0,1.0
Age,1,,1.0,
instant,3,1.0,1.0,1.0
gratification....,1,,1.0,
Namaskar,1,,,1.0
&,675,175.0,248.0,252.0
Namaste,1,,,1.0
r,82,23.0,24.0,35.0
both,90,16.0,35.0,39.0
same.,7,1.0,1.0,5.0
Marathi,1,,,1.0
people,292,107.0,70.0,115.0
Namaskar!,1,,,1.0
marathi,1,,,1.0
word....,1,,,1.0
...naaaah,1,,,1.0
Congrats!,7,,5.0,2.0
cuss,2,,,2.0
"minutes,",2,,,2.0
reward,1,,,1.0
Humous,1,,,1.0
Dorito`s....,1,,,1.0
Oh,230,94.0,64.0,72.0
missed,167,108.0,9.0,50.0
awesome,163,6.0,133.0,24.0
"weather,",10,7.0,3.0,
because,240,110.0,42.0,88.0
movie!,10,1.0,6.0,3.0
Today,68,19.0,33.0,16.0
normal,18,5.0,1.0,12.0
hope.,3,,,3.0
group,27,5.0,10.0,12.0
pilots,1,,,1.0
large,12,5.0,2.0,5.0
airline,1,,,1.0
These,13,4.0,7.0,2.0
kids,89,19.0,32.0,38.0
terrible!,2,2.0,,
Good,282,10.0,218.0,54.0
"Evans,",2,2.0,,
call,139,37.0,29.0,73.0
Childline,1,1.0,,
"Unfortunatley,",1,1.0,,
AerLingus,1,1.0,,
longer,34,16.0,4.0,14.0
fly,30,7.0,8.0,15.0
Copenhagen,2,2.0,,
Ryanair,1,1.0,,
Billund,1,1.0,,
drive,66,19.0,18.0,29.0
days!,15,4.0,6.0,5.0
sad,297,244.0,3.0,50.0
actually,128,28.0,39.0,61.0
google,19,5.0,5.0,9.0
term.,1,1.0,,
That,168,63.0,58.0,47.0
"sucks,",7,5.0,,2.0
tho.,28,6.0,7.0,15.0
Hate,20,16.0,1.0,3.0
watched,71,14.0,32.0,25.0
too!!!,7,,3.0,4.0
"win,",1,,,1.0
fight..lol,1,,,1.0
Car-warmed,1,1.0,,
Sprite,1,1.0,,
tastes,9,3.0,4.0,2.0
sore,58,39.0,8.0,11.0
throat,34,27.0,1.0,6.0
11th,2,,1.0,1.0
cross,9,4.0,2.0,3.0
country,11,6.0,2.0,3.0
beat,24,6.0,7.0,11.0
dumbo,1,,,1.0
Candle,1,,1.0,
wax,2,1.0,1.0,
enjoyable.,1,,1.0,
unassuming,1,,1.0,
unpretentious.,1,,1.0,
"just,",1,,1.0,
as.,1,,1.0,
suppose,21,6.0,6.0,9.0
that`s,269,76.0,105.0,88.0
she`s,69,20.0,25.0,24.0
endearing--because,1,,1.0,
relate,5,2.0,3.0,
valeria`s,1,,,1.0
lunch!!!,1,,,1.0
arraving,1,,,1.0
cousins,15,3.0,8.0,4.0
babtizm,1,,,1.0
or,456,139.0,86.0,231.0
whatever,19,2.0,9.0,8.0
spell,11,1.0,3.0,7.0
goooooddd,1,,1.0,
tweets!!,4,1.0,2.0,1.0
three,44,12.0,15.0,17.0
OF,16,6.0,5.0,5.0
workout.,1,,1.0,
did,340,88.0,90.0,162.0
mention,28,8.0,8.0,12.0
glasses,10,4.0,2.0,4.0
yesterday?!?,1,,1.0,
too.,124,29.0,45.0,50.0
much..,3,1.0,,2.0
fine!,4,,4.0,
Going,141,27.0,43.0,71.0
walk,47,12.0,15.0,20.0
20,32,7.0,10.0,15.0
miles,27,8.0,7.0,12.0
WANT,16,4.0,4.0,8.0
RED,1,1.0,,
CRUISERS!!,1,1.0,,
ones.,10,3.0,3.0,4.0
LMFAO!,1,1.0,,
Mmmmmmmm...,1,,,1.0
neither,11,4.0,1.0,6.0
Has,36,12.0,5.0,19.0
"do,",19,4.0,5.0,10.0
Sunday.,9,3.0,1.0,5.0
Boo.,8,3.0,,5.0
two,155,37.0,58.0,60.0
hour,94,36.0,24.0,34.0
lunchbreak,2,,1.0,1.0
Yeah,54,9.0,16.0,29.0
Bugger.,1,1.0,,
forgot,84,40.0,16.0,28.0
washing,15,7.0,3.0,5.0
machine,18,5.0,3.0,10.0
_Laurie,4,,2.0,2.0
sending,28,8.0,7.0,13.0
"love,",15,2.0,12.0,1.0
blessings,4,,4.0,
healing,3,2.0,1.0,
thoughts,15,4.0,5.0,6.0
peace,13,3.0,5.0,5.0
hurts...really,1,1.0,,
bad,358,233.0,30.0,95.0
ah,32,9.0,12.0,11.0
"yes,",32,6.0,12.0,14.0
feeling,201,116.0,45.0,40.0
Night,37,3.0,15.0,19.0
cookers,1,,,1.0
dad,62,14.0,27.0,21.0
modem,5,4.0,,1.0
offline,4,2.0,1.0,1.0
now...,37,17.0,9.0,11.0
God,54,15.0,28.0,11.0
bless,26,3.0,22.0,1.0
3g,2,2.0,,
network.,2,1.0,1.0,
Tim,6,3.0,1.0,2.0
left...,3,3.0,,
Again!!,1,1.0,,
schedule,10,3.0,1.0,6.0
brutal,1,1.0,,
Nope,9,2.0,1.0,6.0
Coquitlam,1,,,1.0
Had,102,14.0,61.0,27.0
parent,4,2.0,,2.0
teacher,9,3.0,4.0,2.0
thing,224,72.0,71.0,81.0
yesterday!!,2,1.0,1.0,
boring,41,32.0,,9.0
skl,3,1.0,,2.0
saturday!!,3,1.0,2.0,
#lichfield,1,,1.0,
#tweetup,1,,1.0,
Hope,170,14.0,122.0,34.0
everyone,166,32.0,85.0,49.0
else,77,25.0,19.0,33.0
there!,63,8.0,38.0,17.0
Big,22,8.0,5.0,9.0
booming,1,,,1.0
thunder,10,5.0,3.0,2.0
storm,10,2.0,,8.0
here.,73,27.0,19.0,27.0
Maybe,62,20.0,15.0,27.0
early???,1,,,1.0
Ah...,1,,,1.0
not.,12,5.0,3.0,4.0
Few,3,,1.0,2.0
Bevvies,1,,1.0,
2day,19,6.0,4.0,9.0
twn..great,1,,1.0,
off!!,2,1.0,1.0,
first,216,55.0,66.0,95.0
myers.,1,,1.0,
same,160,43.0,33.0,84.0
w/out,4,3.0,1.0,
lydia!,1,,1.0,
excited,108,9.0,81.0,18.0
summer!,6,3.0,3.0,
EVER!,7,1.0,4.0,2.0
URL,6,2.0,1.0,3.0
previous,8,4.0,1.0,3.0
(to,3,2.0,1.0,
timer,1,1.0,,
job),1,1.0,,
http://bit.ly/a4Fdb.,1,1.0,,
removed,4,1.0,1.0,2.0
space,14,5.0,3.0,6.0
messed,19,16.0,,3.0
URL.,1,1.0,,
^ES,1,1.0,,
iv,4,3.0,,1.0
hurt,62,47.0,7.0,8.0
tooth,11,7.0,1.0,3.0
eilish,1,,,1.0
cassie,2,,,2.0
having,258,90.0,83.0,85.0
drawing,6,3.0,,3.0
competiton,1,,,1.0
draw,5,1.0,1.0,3.0
cookies,11,1.0,4.0,6.0
pineapples,1,,,1.0
:L,6,2.0,1.0,3.0
auditions,2,,,2.0
Mander!,1,,,1.0
Text,3,,,3.0
or...reply,1,,,1.0
please!,6,1.0,,5.0
NOOOOO,3,3.0,,
NOT,63,27.0,14.0,22.0
SECRET,1,1.0,,
NAMEREBECCA,1,1.0,,
PLEASE,9,2.0,4.0,3.0
neice,1,1.0,,
can`t,622,293.0,121.0,208.0
grown,13,4.0,4.0,5.0
****!,36,27.0,5.0,4.0
Lol,38,8.0,14.0,16.0
fixed,23,4.0,7.0,12.0
hopes,11,4.0,5.0,2.0
car`s,3,1.0,1.0,1.0
illness,2,2.0,,
terminal...,1,1.0,,
All,73,14.0,36.0,23.0
following,88,14.0,33.0,41.0
"#English,",1,,,1.0
guess,152,49.0,32.0,71.0
tweet.,10,3.0,3.0,4.0
sir...i,1,,,1.0
woulda,5,1.0,2.0,2.0
honey...but,1,,,1.0
X-men,4,2.0,2.0,
origins:,1,,1.0,
wolverine?,1,,1.0,
loved,71,4.0,52.0,15.0
VOTED!!!,1,,1.0,
personal,9,3.0,3.0,3.0
myspace?,2,1.0,1.0,
keep,164,52.0,44.0,68.0
talking,81,29.0,19.0,33.0
fakes,2,,1.0,1.0
you.,154,30.0,79.0,45.0
helped,7,,4.0,3.0
thru,25,6.0,2.0,17.0
hrdest,1,,1.0,
life!,10,4.0,4.0,2.0
(:,34,5.0,20.0,9.0
x,168,35.0,67.0,66.0
night!,35,2.0,23.0,10.0
Finally,52,12.0,20.0,20.0
marriage,5,3.0,1.0,1.0
counseling,1,,,1.0
late....,2,1.0,,1.0
_420,1,,,1.0
baby?,4,1.0,1.0,2.0
ended,24,9.0,3.0,12.0
sick!,8,4.0,,4.0
...,316,114.0,94.0,108.0
stupid,84,70.0,4.0,10.0
rats,3,2.0,1.0,
We`re,29,7.0,6.0,16.0
impromptu,2,1.0,,1.0
pool,30,7.0,8.0,15.0
party...,3,1.0,,2.0
Except,11,3.0,1.0,7.0
swim,13,1.0,6.0,6.0
whilst,4,1.0,2.0,1.0
gum...oww,1,1.0,,
year!,7,1.0,1.0,5.0
"Oh,",56,15.0,23.0,18.0
HELLA,2,,2.0,
official,8,2.0,2.0,4.0
Like,35,10.0,12.0,13.0
hear,162,59.0,47.0,56.0
it?,38,12.0,10.0,16.0
Here,19,4.0,1.0,14.0
go!,23,4.0,9.0,10.0
Goooooooooooood,1,,1.0,
Morrrrrrrrning,1,,1.0,
Twitterville!,2,,2.0,
*phew*,1,,,1.0
Will,70,15.0,25.0,30.0
note,14,4.0,4.0,6.0
runs,8,3.0,2.0,3.0
issueï¿½,1,,,1.0
WHAT,8,5.0,,3.0
ABOUT,4,3.0,1.0,
ME,39,16.0,11.0,12.0
??,21,5.0,4.0,12.0
VOTE,7,5.0,1.0,1.0
EVERY,6,3.0,,3.0
DAY,54,2.0,46.0,6.0
FOR,17,8.0,8.0,1.0
YOU,46,6.0,20.0,20.0
!!!!!,8,2.0,1.0,5.0
starving!!,1,1.0,,
This,168,76.0,44.0,48.0
diet,11,5.0,1.0,5.0
killing,23,19.0,1.0,3.0
eat,103,34.0,26.0,43.0
after,301,82.0,91.0,128.0
8pm,2,1.0,1.0,
talk,125,39.0,33.0,53.0
soo,68,32.0,25.0,11.0
bored...im,1,1.0,,
deffo,1,1.0,,
missing,110,85.0,7.0,18.0
channels,2,1.0,,1.0
nite,39,10.0,20.0,9.0
bday,35,6.0,17.0,12.0
concert,59,10.0,23.0,26.0
nicotine,1,,,1.0
replacement,5,1.0,2.0,2.0
patch,3,1.0,1.0,1.0
4,249,64.0,75.0,110.0
hours.,20,5.0,1.0,14.0
"far,",8,2.0,2.0,4.0
"good,",36,6.0,20.0,10.0
Getting,56,21.0,16.0,19.0
bit,170,60.0,32.0,78.0
twitchy,1,,,1.0
_Sanderson,1,,,1.0
Twatter,1,,,1.0
lately?,3,1.0,,2.0
Either,4,,,4.0
replies,11,6.0,1.0,4.0
turn,67,17.0,17.0,33.0
up!,44,14.0,19.0,11.0
sleeping.,9,3.0,3.0,3.0
voice,21,9.0,5.0,7.0
couple,67,14.0,20.0,33.0
ago.,23,8.0,6.0,9.0
http://twitpic.com/66xlm,1,1.0,,
PARKED,1,1.0,,
gets,92,30.0,24.0,38.0
hit,84,37.0,16.0,31.0
I`ve,254,67.0,74.0,113.0
heard,75,22.0,27.0,26.0
fall.,2,,,2.0
too!,81,13.0,40.0,28.0
nightmares?,1,,,1.0
*huggles*,3,1.0,,2.0
SUCH,5,3.0,1.0,1.0
CREEPER,1,1.0,,
disappointed,22,17.0,,5.0
cyberstalking,1,1.0,,
skills,7,2.0,2.0,3.0
=,101,21.0,27.0,53.0
privacy.,1,1.0,,
bed,242,73.0,66.0,103.0
headache,64,55.0,2.0,7.0
mother`s,119,5.0,105.0,9.0
moms,57,3.0,45.0,9.0
there...,9,2.0,4.0,3.0
Grabbing,2,,1.0,1.0
coffee,90,16.0,29.0,45.0
mom,164,33.0,87.0,44.0
breakfast,51,4.0,22.0,25.0
thinking,106,33.0,30.0,43.0
tonight....and,1,,1.0,
maybe,128,30.0,31.0,67.0
changes,5,1.0,1.0,3.0
thanks.,19,,14.0,5.0
major,15,6.0,4.0,5.0
chop.,1,,,1.0
Haha,54,4.0,32.0,18.0
"know,",46,13.0,18.0,15.0
cant,232,118.0,44.0,70.0
handle,11,5.0,2.0,4.0
fame!,1,,1.0,
thank,154,3.0,129.0,22.0
you!,144,21.0,92.0,31.0
updated,13,1.0,2.0,10.0
yes!,10,2.0,5.0,3.0
sober,9,5.0,3.0,1.0
HAHAHA,4,2.0,2.0,
tanghaling,1,,1.0,
tapat,1,,1.0,
dude!,9,2.0,5.0,2.0
WILD.,1,,1.0,
knowwww,1,,1.0,
plan,31,10.0,8.0,13.0
US!,1,,1.0,
ICarly,1,,1.0,
son,28,9.0,15.0,4.0
huge,33,8.0,10.0,15.0
crush,8,2.0,5.0,1.0
Miranda,2,1.0,1.0,
Saw,15,2.0,10.0,3.0
James,6,1.0,3.0,2.0
carville,1,,,1.0
store,31,8.0,4.0,19.0
bald,2,,1.0,1.0
yellow,8,1.0,1.0,6.0
http://blip.fm/~5z05g,1,,,1.0
means,52,19.0,13.0,20.0
you`re,247,45.0,117.0,85.0
vancouver,1,,,1.0
way!,11,3.0,3.0,5.0
hahah,25,4.0,13.0,8.0
Feeling,37,13.0,18.0,6.0
smooth,4,,2.0,2.0
chrome,2,,1.0,1.0
Ew,1,1.0,,
traffic,30,15.0,6.0,9.0
downloading,8,1.0,2.0,5.0
songs,40,8.0,17.0,15.0
while,159,55.0,40.0,64.0
sneak,5,1.0,1.0,3.0
lil,62,12.0,23.0,27.0
homework,19,8.0,3.0,8.0
"too,",35,8.0,10.0,17.0
main,9,1.0,2.0,6.0
priority,4,,1.0,3.0
@_Ra_Ra_,1,,,1.0
alone...i,1,,,1.0
Sounds,30,2.0,26.0,2.0
Bad,16,9.0,2.0,5.0
realize,19,7.0,4.0,8.0
mess,18,12.0,2.0,4.0
you`ve,44,13.0,18.0,13.0
happiest,6,,4.0,2.0
life...,7,4.0,1.0,2.0
Walking,5,2.0,,3.0
class.,16,5.0,2.0,9.0
bike....especially,1,1.0,,
_nesmith,1,,,1.0
failed,20,15.0,,5.0
inspection.,1,1.0,,
Did,53,13.0,16.0,24.0
pass,31,12.0,5.0,14.0
"wo/oven,",1,1.0,,
wo/anti-tip,1,1.0,,
"bracket,",1,1.0,,
sold,32,11.0,1.0,20.0
w/oven?,1,1.0,,
worse,27,24.0,,3.0
taxes.,1,1.0,,
JONAS,14,,5.0,9.0
BROTHERS,2,,1.0,1.0
Live,9,,2.0,7.0
party.,15,3.0,4.0,8.0
rocking,9,1.0,6.0,2.0
hard,140,86.0,21.0,33.0
"song,",5,1.0,4.0,
mothers,181,5.0,147.0,29.0
world.,24,2.0,17.0,5.0
35mins,3,1.0,1.0,1.0
1hr,2,,2.0,
20mins,2,1.0,1.0,
Google,25,2.0,8.0,15.0
Wave,4,,4.0,
"demo,",3,,2.0,1.0
lot,129,28.0,52.0,49.0
http://bit.ly/WnMSc,1,,1.0,
Sleepy,3,,3.0,
Tabz,1,,1.0,
Fun,16,1.0,11.0,4.0
Listened,3,1.0,2.0,
episode,44,4.0,21.0,19.0
Joss`d!,1,,1.0,
exception,3,,1.0,2.0
short,44,5.0,15.0,24.0
dude:,1,,,1.0
Larenz,1,,,1.0
fineass,1,,,1.0
Tate,1,,,1.0
yum,13,,12.0,1.0
Screw,6,3.0,2.0,1.0
"reviews,",1,,1.0,
Wolverine,14,2.0,5.0,7.0
awesome.,36,,32.0,4.0
enough,97,39.0,14.0,44.0
Dominic,1,,1.0,
Monaghan,1,,1.0,
liking.,1,,1.0,
followed,26,4.0,15.0,7.0
"recently,",2,,1.0,1.0
offended,2,,2.0,
haven`t,102,46.0,25.0,31.0
back.,38,12.0,13.0,13.0
limit.,2,1.0,1.0,
Hopefully,27,,20.0,7.0
soon.,54,8.0,18.0,28.0
Yes,45,7.0,19.0,19.0
6,71,16.0,16.0,39.0
3...,2,1.0,,1.0
"Hmmm,",3,,1.0,2.0
meant.,3,2.0,,1.0
They,98,33.0,34.0,31.0
eluded,1,,,1.0
something,178,51.0,54.0,73.0
brand,9,2.0,4.0,3.0
media,7,2.0,2.0,3.0
Done,13,2.0,5.0,6.0
spa,2,1.0,,1.0
meeting,48,10.0,19.0,19.0
vic,1,,,1.0
lunch!,3,,,3.0
monday,56,18.0,19.0,19.0
tavares,1,,1.0,
blessed,16,,13.0,3.0
day!,124,11.0,90.0,23.0
Always,12,,10.0,2.0
Oz,3,1.0,1.0,1.0
Thx,10,,7.0,3.0
http://twitpic.com/4jaz5,1,,1.0,
Cool...,1,,1.0,
luv,22,,20.0,2.0
there...To,1,,1.0,
represent,3,,2.0,1.0
Blackberries,1,,1.0,
Okay,17,7.0,4.0,6.0
dedicating,2,,,2.0
300th,1,,,1.0
tweet,123,36.0,40.0,47.0
fact,38,13.0,10.0,15.0
Apple,15,4.0,6.0,5.0
HUGE,8,2.0,2.0,4.0
crack,8,4.0,2.0,2.0
glass,12,1.0,5.0,6.0
screen!,5,1.0,1.0,3.0
could,370,90.0,137.0,143.0
ever,145,42.0,63.0,40.0
Let,20,5.0,6.0,9.0
turns,19,5.0,2.0,12.0
out!!,8,1.0,1.0,6.0
sass,1,,,1.0
detect?,1,,,1.0
As,25,4.0,8.0,13.0
long,247,75.0,69.0,103.0
sass!,1,,,1.0
yeah,172,49.0,37.0,86.0
",ahaha",1,,1.0,
Sports,3,,,3.0
Bar,4,,1.0,3.0
Shatranjanpoli,1,,,1.0
Rest,5,1.0,2.0,2.0
Ph,1,,,1.0
26498457,1,,,1.0
Andheri,1,,,1.0
W,2,1.0,,1.0
26733333,1,,,1.0
Dont,14,5.0,8.0,1.0
whether,11,,2.0,9.0
helps.,4,1.0,2.0,1.0
ki,2,,1.0,1.0
jai,2,,,2.0
ho,3,,,3.0
accepts,1,1.0,,
appology,2,1.0,1.0,
Was,48,14.0,13.0,21.0
BOSS!,1,1.0,,
"Seriously,",4,3.0,,1.0
Will.I.Am,1,1.0,,
In,102,33.0,25.0,44.0
"It,",1,1.0,,
live,162,33.0,58.0,71.0
"pain,",8,5.0,,3.0
bring,50,8.0,16.0,26.0
"okay,",12,3.0,6.0,3.0
later!,11,1.0,5.0,5.0
#powerblog,1,,,1.0
powerblog,1,,,1.0
challenge,11,2.0,3.0,6.0
about?,11,3.0,2.0,6.0
newbie,2,,,2.0
follower,19,6.0,5.0,8.0
died.,7,3.0,1.0,3.0
Laptop,3,1.0,2.0,
screen,24,7.0,7.0,10.0
set,58,16.0,17.0,25.0
100%,16,5.0,5.0,6.0
brightness,1,,1.0,
reinstalled,1,,1.0,
Windows,21,5.0,3.0,13.0
Vista.,2,,1.0,1.0
Got,96,22.0,23.0,51.0
#insanedefaults,1,,1.0,
Waiting,30,9.0,4.0,17.0
tish,1,,,1.0
off.,32,16.0,7.0,9.0
CRV,1,,,1.0
pick,40,10.0,10.0,20.0
myself,116,49.0,25.0,42.0
duckie.,1,,,1.0
First,23,6.0,7.0,10.0
Trying,41,12.0,8.0,21.0
decide,17,5.0,2.0,10.0
movie,164,31.0,75.0,58.0
friends..,3,1.0,1.0,1.0
well!,25,6.0,16.0,3.0
:p,33,4.0,13.0,16.0
No,235,83.0,46.0,106.0
bible,1,1.0,,
study,34,12.0,8.0,14.0
"2nite,",2,2.0,,
****-day,1,1.0,,
own??,1,1.0,,
shower,41,9.0,11.0,21.0
Sigh...,2,,1.0,1.0
am...,3,,1.0,2.0
discovered,6,1.0,3.0,2.0
bug,13,6.0,4.0,3.0
#NetPLAYER,1,,1.0,
build.,1,,1.0,
Publishing,1,,1.0,
fix,31,15.0,9.0,7.0
hopefully,58,1.0,42.0,15.0
FREE,9,1.0,5.0,3.0
tools,5,3.0,1.0,1.0
followers,68,13.0,27.0,28.0
http://short.to/511q,1,,,1.0
http://jijr.com/hulz,1,,,1.0
http://short.to/511r,1,,,1.0
http://2ve.org/xPG0/,1,,,1.0
work....,4,2.0,,2.0
chugging,1,,,1.0
apple,17,1.0,7.0,9.0
juice.,2,,,2.0
does.,6,3.0,,3.0
Please,45,12.0,15.0,18.0
dont`,1,1.0,,
go.,25,5.0,7.0,13.0
die,30,21.0,2.0,7.0
cry..,2,1.0,,1.0
normally,13,3.0,5.0,5.0
leads,6,4.0,1.0,1.0
small,36,12.0,8.0,16.0
animals,8,5.0,3.0,
harmed,1,1.0,,
writing,55,16.0,16.0,23.0
report,11,3.0,5.0,3.0
cards,12,,6.0,6.0
soooo,59,23.0,21.0,15.0
amazing,120,3.0,102.0,15.0
day.,123,32.0,57.0,34.0
fb,7,2.0,1.0,4.0
soon!,30,4.0,17.0,9.0
once,67,20.0,22.0,25.0
brother...and,1,,,1.0
news:,7,1.0,2.0,4.0
finally,131,18.0,63.0,50.0
finished,103,24.0,36.0,43.0
#EASactive,1,,,1.0
workout,12,2.0,6.0,4.0
paused,1,,,1.0
resistance,2,1.0,,1.0
band,22,3.0,8.0,11.0
torn,3,2.0,,1.0
"all,",19,1.0,13.0,5.0
wonderful,65,1.0,59.0,5.0
neighborhood,3,,2.0,1.0
Thanks,216,7.0,189.0,20.0
another,206,63.0,53.0,90.0
60,9,1.0,6.0,2.0
FTSK,3,1.0,1.0,1.0
Mercy,1,,1.0,
Mercedes,1,,1.0,
tonight..,5,3.0,1.0,1.0
always,220,70.0,65.0,85.0
ok!,5,,4.0,1.0
already?,8,4.0,4.0,
much...,5,3.0,1.0,1.0
seeing,76,25.0,30.0,21.0
"waited,",1,,,1.0
listening,96,20.0,38.0,38.0
wind,10,2.0,2.0,6.0
blowing,5,1.0,,4.0
tumbleweed?,1,,,1.0
Are,44,11.0,12.0,21.0
someone,146,47.0,35.0,64.0
'Crackerack'?,1,,,1.0
Hell,13,5.0,2.0,6.0
Yeah!,7,,3.0,4.0
HIM,5,,2.0,3.0
shirt,27,8.0,9.0,10.0
dinner?,3,,1.0,2.0
Do,54,11.0,16.0,27.0
ask??,1,,,1.0
Does,15,4.0,3.0,8.0
Ville,1,,,1.0
know!!,9,2.0,4.0,3.0
huh,6,,1.0,5.0
****?,7,5.0,,2.0
Smelly?,1,,,1.0
Noooo.,1,,,1.0
alex,7,1.0,3.0,3.0
Vixon,1,,,1.0
party,99,19.0,42.0,38.0
night.,73,19.0,30.0,24.0
Dindin,1,,1.0,
showed,9,4.0,1.0,4.0
matching,2,1.0,1.0,
outfits,1,,1.0,
GREAT,14,,13.0,1.0
MINDS,1,,1.0,
THINK,5,1.0,1.0,3.0
ALIKE,1,,1.0,
"Anyway,",5,,4.0,1.0
"birthday,",4,,3.0,1.0
ate,36,13.0,11.0,12.0
lara,1,,1.0,
b-day!,1,,1.0,
woke,99,35.0,23.0,41.0
side,39,7.0,13.0,19.0
"Earth,",2,,2.0,
wishes,35,5.0,21.0,9.0
teaching,13,3.0,7.0,3.0
values,1,,1.0,
person,68,21.0,18.0,29.0
each,44,10.0,16.0,18.0
LOVE,51,,41.0,10.0
SO,74,30.0,22.0,22.0
"MUCH,",1,,1.0,
YOU`RE,6,1.0,4.0,1.0
BEST,13,,12.0,1.0
MUM,2,,2.0,
WORLD,6,1.0,4.0,1.0
HAPPY,72,2.0,69.0,1.0
MOTHERS,33,1.0,32.0,
DAY.!,1,,1.0,
*laughs*,2,,1.0,1.0
glad,128,3.0,96.0,29.0
self,14,4.0,6.0,4.0
confidence,2,,1.0,1.0
trait,1,,1.0,
applaud,2,,1.0,1.0
loud,11,2.0,5.0,4.0
okay?,6,1.0,2.0,3.0
twittering,11,2.0,6.0,3.0
Its,136,42.0,50.0,44.0
stuck,93,49.0,16.0,28.0
inside,32,8.0,12.0,12.0
working!,7,3.0,2.0,2.0
tres,2,1.0,,1.0
depressed,16,14.0,,2.0
Felt,2,2.0,,
behaved,2,1.0,,1.0
son;,1,1.0,,
compensate.,1,1.0,,
Pigged,1,1.0,,
home-roasted,1,1.0,,
sugar,10,4.0,2.0,4.0
almonds.,1,1.0,,
Painful,1,1.0,,
"tum,",1,1.0,,
threw,8,4.0,,4.0
"up,",42,13.0,11.0,18.0
sick.,39,26.0,2.0,11.0
people.,20,8.0,6.0,6.0
that.,82,25.0,29.0,28.0
"dude,",17,7.0,6.0,4.0
yay,41,3.0,28.0,10.0
surprise,18,2.0,13.0,3.0
celebrities!,1,,1.0,
meet,89,12.0,39.0,38.0
years,74,15.0,28.0,31.0
"ago,",18,6.0,3.0,9.0
friendly.,2,,1.0,1.0
makes,147,58.0,48.0,41.0
"talk,",3,1.0,1.0,1.0
"tweet,",3,1.0,2.0,
nba.,1,,1.0,
but...,4,1.0,1.0,2.0
nuggets,5,2.0,2.0,1.0
love?!,2,,1.0,1.0
Twitter.,13,1.0,3.0,9.0
You,347,52.0,156.0,139.0
neck,19,11.0,2.0,6.0
jacked,2,2.0,,
forced,8,5.0,1.0,2.0
pay,29,12.0,7.0,10.0
parking,12,7.0,1.0,4.0
bc,21,12.0,4.0,5.0
parallel,1,1.0,,
park,35,7.0,12.0,16.0
spaces...,1,1.0,,
BACK,9,1.0,3.0,5.0
NOW!:,1,,,1.0
http://bit.ly/PP1WZ,1,,,1.0
roomie,3,1.0,1.0,1.0
roomies,2,1.0,1.0,
bathing,4,1.0,,3.0
"angels,",1,,,1.0
Keyla,1,,,1.0
Janice.,1,,,1.0
"Yep,",18,6.0,3.0,9.0
"finished,",1,1.0,,
chocked,1,1.0,,
full,80,25.0,22.0,33.0
spelling,7,3.0,,4.0
grammatical,1,1.0,,
"errors,",1,1.0,,
popping,2,1.0,,1.0
hehe,49,5.0,23.0,21.0
HAHAHHA,1,,,1.0
true,41,11.0,19.0,11.0
that!,45,9.0,21.0,15.0
remember,74,16.0,20.0,38.0
BD,1,,,1.0
date,45,12.0,14.0,19.0
Family,9,1.0,6.0,2.0
"here,hanging",1,,,1.0
Watching,80,15.0,22.0,43.0
Ellen,2,,1.0,1.0
her!!,1,,1.0,
dishes,7,1.0,3.0,3.0
tanning,7,3.0,3.0,1.0
...it`s,2,,1.0,1.0
gorgeous,19,1.0,15.0,3.0
out!,35,9.0,10.0,16.0
goin,49,14.0,7.0,28.0
hun?,2,2.0,,
worried,17,12.0,2.0,3.0
bannished...,1,1.0,,
till,154,48.0,26.0,80.0
