,all,neg,pos,neu
whilst,5,2.0,2.0,1.0
gum,3,3.0,,
oww,4,3.0,,1.0
year,202,60.0,59.0,83.0
hella,16,4.0,7.0,5.0
official,16,4.0,3.0,9.0
hear,178,65.0,53.0,60.0
goooooooooooood,1,,1.0,
morrrrrrrrning,1,,1.0,
twitterville,7,,4.0,3.0
phew,8,4.0,1.0,3.0
note,30,9.0,7.0,14.0
runs,11,4.0,4.0,3.0
issue,16,8.0,1.0,7.0
vote,65,22.0,14.0,29.0
starving,17,10.0,1.0,6.0
diet,19,6.0,2.0,11.0
killing,25,20.0,1.0,4.0
eat,133,47.0,30.0,56.0
8pm,4,1.0,1.0,2.0
talk,153,46.0,44.0,63.0
soo,80,34.0,31.0,15.0
deffo,2,1.0,,1.0
missing,139,105.0,11.0,23.0
channels,3,1.0,,2.0
nite,66,13.0,30.0,23.0
bday,55,9.0,22.0,24.0
concert,79,11.0,32.0,36.0
nicotine,1,,,1.0
replacement,5,1.0,2.0,2.0
patch,3,1.0,1.0,1.0
far,139,32.0,50.0,57.0
twitchy,1,,,1.0
_sanderson,1,,,1.0
twatter,1,,,1.0
lately,27,10.0,9.0,8.0
either,90,36.0,16.0,38.0
replies,15,7.0,2.0,6.0
turn,73,17.0,19.0,37.0
couple,71,14.0,23.0,34.0
ago,106,34.0,24.0,48.0
twitpic,352,69.0,134.0,149.0
66xlm,1,1.0,,
parked,3,2.0,,1.0
gets,94,31.0,24.0,39.0
hit,96,39.0,21.0,36.0
heard,80,22.0,30.0,28.0
fall,49,17.0,13.0,19.0
nightmares,4,2.0,,2.0
huggles,3,1.0,,2.0
creeper,2,2.0,,
disappointed,30,21.0,1.0,8.0
cyberstalking,1,1.0,,
skills,12,4.0,4.0,4.0
privacy,3,2.0,1.0,
headache,98,82.0,4.0,12.0
moms,151,8.0,126.0,17.0
grabbing,3,,1.0,2.0
coffee,144,24.0,51.0,69.0
breakfast,77,6.0,32.0,39.0
thinking,135,38.0,40.0,57.0
changes,8,4.0,1.0,3.0
major,20,9.0,5.0,6.0
chop,2,1.0,,1.0
cant,259,127.0,53.0,79.0
handle,11,5.0,2.0,4.0
fame,3,1.0,1.0,1.0
updated,19,2.0,5.0,12.0
sober,12,6.0,4.0,2.0
tanghaling,1,,1.0,
tapat,1,,1.0,
dude,92,36.0,26.0,30.0
wild,17,5.0,6.0,6.0
knowwww,2,1.0,1.0,
plan,42,10.0,11.0,21.0
icarly,4,,4.0,
son,43,14.0,23.0,6.0
huge,48,12.0,14.0,22.0
crush,13,2.0,7.0,4.0
miranda,2,1.0,1.0,
james,14,2.0,6.0,6.0
carville,1,,,1.0
store,50,13.0,8.0,29.0
bald,2,,1.0,1.0
yellow,8,1.0,1.0,6.0
fm,90,13.0,34.0,43.0
5z05g,1,,,1.0
means,61,22.0,15.0,24.0
vancouver,12,1.0,3.0,8.0
hahah,35,5.0,20.0,10.0
smooth,6,1.0,3.0,2.0
chrome,6,2.0,2.0,2.0
ew,15,7.0,3.0,5.0
traffic,43,23.0,7.0,13.0
downloading,11,1.0,4.0,6.0
sneak,5,1.0,1.0,3.0
lil,74,15.0,28.0,31.0
homework,37,15.0,9.0,13.0
main,11,2.0,2.0,7.0
priority,5,1.0,1.0,3.0
realize,19,7.0,4.0,8.0
happiest,7,,5.0,2.0
walking,33,10.0,7.0,16.0
class,103,47.0,11.0,45.0
bike,42,12.0,18.0,12.0
especially,53,18.0,25.0,10.0
_nesmith,1,,,1.0
failed,30,24.0,,6.0
inspection,5,1.0,2.0,2.0
pass,36,13.0,7.0,16.0
wo,3,2.0,,1.0
oven,13,3.0,3.0,7.0
anti,8,3.0,2.0,3.0
tip,18,2.0,9.0,7.0
bracket,3,2.0,,1.0
sold,38,16.0,1.0,21.0
worse,40,35.0,,5.0
taxes,3,3.0,,
jonas,58,5.0,25.0,28.0
brothers,50,8.0,19.0,23.0
live,199,35.0,71.0,93.0
rocking,11,1.0,8.0,2.0
hard,180,109.0,28.0,43.0
world,176,31.0,89.0,56.0
35mins,3,1.0,1.0,1.0
1hr,2,,2.0,
20mins,3,1.0,1.0,1.0
wave,11,,6.0,5.0
demo,8,,4.0,4.0
lot,160,38.0,62.0,60.0
wnmsc,1,,1.0,
tabz,1,,1.0,
listened,15,7.0,5.0,3.0
episode,54,5.0,25.0,24.0
jossd,1,,1.0,
exception,3,,1.0,2.0
short,64,9.0,18.0,37.0
larenz,1,,,1.0
fineass,1,,,1.0
tate,1,,,1.0
yum,49,1.0,38.0,10.0
screw,12,5.0,3.0,4.0
reviews,10,1.0,7.0,2.0
enough,119,44.0,21.0,54.0
dominic,1,,1.0,
monaghan,1,,1.0,
liking,16,4.0,10.0,2.0
followed,31,4.0,17.0,10.0
recently,9,1.0,4.0,4.0
offended,4,2.0,2.0,
limit,13,5.0,2.0,6.0
hopefully,96,1.0,69.0,26.0
hmmm,28,8.0,6.0,14.0
meant,50,19.0,7.0,24.0
eluded,1,,,1.0
brand,15,4.0,5.0,6.0
media,16,5.0,3.0,8.0
spa,4,1.0,,3.0
meeting,59,15.0,22.0,22.0
vic,1,,,1.0
tavares,1,,1.0,
blessed,21,,17.0,4.0
always,251,74.0,84.0,93.0
thx,44,3.0,31.0,10.0
4jaz5,1,,1.0,
luv,41,1.0,34.0,6.0
represent,4,,2.0,2.0
blackberries,3,,3.0,
okay,120,23.0,46.0,51.0
dedicating,2,,,2.0
300th,1,,,1.0
fact,45,18.0,11.0,16.0
apple,36,7.0,14.0,15.0
crack,13,6.0,3.0,4.0
glass,13,2.0,5.0,6.0
screen,35,9.0,8.0,18.0
turns,21,7.0,2.0,12.0
sass,3,,1.0,2.0
detect,1,,,1.0
long,307,94.0,84.0,129.0
ahaha,13,2.0,7.0,4.0
sports,14,2.0,3.0,9.0
bar,28,7.0,8.0,13.0
shatranjanpoli,1,,,1.0
rest,86,22.0,37.0,27.0
ph,4,,2.0,2.0
andheri,1,,,1.0
whether,12,,2.0,10.0
helps,13,2.0,8.0,3.0
ki,2,,1.0,1.0
jai,3,,1.0,2.0
ho,7,,1.0,6.0
accepts,1,1.0,,
appology,2,1.0,1.0,
seriously,59,34.0,11.0,14.0
pain,73,50.0,3.0,20.0
bring,58,10.0,17.0,31.0
powerblog,2,,,2.0
challenge,12,2.0,4.0,6.0
newbie,3,,1.0,2.0
follower,28,8.0,6.0,14.0
died,53,35.0,3.0,15.0
laptop,50,17.0,16.0,17.0
set,68,19.0,22.0,27.0
brightness,1,,1.0,
reinstalled,2,,1.0,1.0
windows,45,12.0,8.0,25.0
vista,12,4.0,4.0,4.0
insanedefaults,1,,1.0,
tish,2,,1.0,1.0
crv,1,,,1.0
pick,44,10.0,11.0,23.0
duckie,1,,,1.0
decide,17,5.0,2.0,10.0
bible,4,2.0,1.0,1.0
study,44,16.0,10.0,18.0
2nite,22,6.0,8.0,8.0
shower,69,15.0,21.0,33.0
discovered,7,1.0,3.0,3.0
bug,18,8.0,5.0,5.0
netplayer,1,,1.0,
build,10,4.0,1.0,5.0
publishing,2,1.0,1.0,
fix,34,16.0,10.0,8.0
tools,9,5.0,1.0,3.0
followers,120,22.0,50.0,48.0
511q,1,,,1.0
jijr,1,,,1.0
hulz,1,,,1.0
511r,1,,,1.0
2ve,1,,,1.0
org,16,2.0,5.0,9.0
xpg0,1,,,1.0
chugging,1,,,1.0
juice,18,4.0,8.0,6.0
die,42,28.0,4.0,10.0
cry,88,62.0,10.0,16.0
normally,14,4.0,5.0,5.0
leads,6,4.0,1.0,1.0
small,40,13.0,8.0,19.0
animals,8,5.0,3.0,
harmed,1,1.0,,
writing,78,20.0,22.0,36.0
report,15,3.0,6.0,6.0
cards,20,2.0,7.0,11.0
amazing,202,4.0,174.0,24.0
brother,47,12.0,17.0,18.0
news,85,33.0,20.0,32.0
finished,124,28.0,39.0,57.0
easactive,1,,,1.0
paused,1,,,1.0
resistance,2,1.0,,1.0
band,37,3.0,17.0,17.0
wonderful,82,1.0,73.0,8.0
neighborhood,5,,2.0,3.0
another,253,79.0,71.0,103.0
ftsk,5,2.0,1.0,2.0
mercy,1,,1.0,
mercedes,1,,1.0,
seeing,88,26.0,36.0,26.0
waited,7,2.0,3.0,2.0
listening,134,25.0,51.0,58.0
wind,15,2.0,4.0,9.0
blowing,5,1.0,,4.0
tumbleweed,1,,,1.0
someone,186,63.0,46.0,77.0
crackerack,1,,,1.0
hell,99,52.0,16.0,31.0
shirt,39,9.0,13.0,17.0
dinner,128,15.0,57.0,56.0
ville,1,,,1.0
smelly,2,1.0,,1.0
noooo,13,7.0,2.0,4.0
alex,17,4.0,8.0,5.0
vixon,1,,,1.0
dindin,2,,1.0,1.0
showed,9,4.0,1.0,4.0
matching,3,1.0,2.0,
outfits,2,,1.0,1.0
minds,7,1.0,2.0,4.0
alike,4,,2.0,2.0
anyway,69,18.0,26.0,25.0
birthday,169,18.0,103.0,48.0
ate,44,17.0,12.0,15.0
lara,2,,2.0,
woke,119,40.0,26.0,53.0
side,53,12.0,16.0,25.0
wishes,45,5.0,31.0,9.0
teaching,16,5.0,8.0,3.0
values,1,,1.0,
person,82,23.0,23.0,36.0
laughs,6,,4.0,2.0
glad,174,5.0,128.0,41.0
self,29,9.0,8.0,12.0
confidence,2,,1.0,1.0
trait,1,,1.0,
applaud,2,,1.0,1.0
loud,18,3.0,7.0,8.0
twittering,20,3.0,11.0,6.0
stuck,101,56.0,16.0,29.0
inside,43,11.0,17.0,15.0
tres,3,1.0,1.0,1.0
depressed,20,17.0,,3.0
felt,35,17.0,7.0,11.0
behaved,2,1.0,,1.0
pensate,3,1.0,,2.0
pigged,1,1.0,,
roasted,3,2.0,,1.0
sugar,21,7.0,4.0,10.0
almonds,3,2.0,,1.0
tum,3,3.0,,
threw,8,4.0,,4.0
surprise,23,3.0,16.0,4.0
celebrities,3,,2.0,1.0
meet,96,13.0,39.0,44.0
friendly,12,4.0,7.0,1.0
makes,162,65.0,54.0,43.0
nba,7,1.0,4.0,2.0
nuggets,8,3.0,2.0,3.0
neck,23,14.0,3.0,6.0
jacked,3,2.0,,1.0
forced,11,8.0,1.0,2.0
pay,29,12.0,7.0,10.0
parking,15,9.0,1.0,5.0
bc,24,14.0,5.0,5.0
parallel,2,1.0,1.0,
park,54,10.0,19.0,25.0
spaces,3,1.0,1.0,1.0
pp1wz,1,,,1.0
roomie,3,1.0,1.0,1.0
roomies,5,2.0,2.0,1.0
bathing,4,1.0,,3.0
angels,10,1.0,2.0,7.0
keyla,1,,,1.0
janice,1,,,1.0
yep,61,16.0,14.0,31.0
chocked,1,1.0,,
full,104,26.0,33.0,45.0
spelling,7,3.0,,4.0
grammatical,1,1.0,,
errors,2,2.0,,
popping,6,3.0,1.0,2.0
hahahha,4,,3.0,1.0
true,79,19.0,38.0,22.0
remember,85,19.0,23.0,43.0
bd,3,,,3.0
date,58,17.0,16.0,25.0
hanging,45,6.0,19.0,20.0
ellen,8,,5.0,3.0
dishes,12,4.0,5.0,3.0
tanning,8,3.0,3.0,2.0
gorgeous,30,1.0,25.0,4.0
goin,69,17.0,12.0,40.0
worried,28,22.0,3.0,3.0
bannished,1,1.0,,
till,161,49.0,27.0,85.0
top,68,14.0,26.0,28.0
tabloids,1,,,1.0
em,48,13.0,13.0,22.0
girls,92,25.0,37.0,30.0
minus,10,3.0,2.0,5.0
vita,1,,1.0,
made,225,51.0,97.0,77.0
joy,25,2.0,19.0,4.0
simple,19,3.0,12.0,4.0
uploaded,11,1.0,4.0,6.0
cats,29,12.0,5.0,12.0
missy,5,1.0,2.0,2.0
adult,8,4.0,1.0,3.0
kitty,15,5.0,4.0,6.0
batty,2,1.0,,1.0
kitten,7,1.0,3.0,3.0
heaven,15,2.0,7.0,6.0
break,93,32.0,29.0,32.0
virginity,2,,2.0,
_live,1,,,1.0
bound,15,3.0,1.0,11.0
eggs,13,2.0,6.0,5.0
learn,52,14.0,17.0,21.0
kellynn,1,,,1.0
worth,56,11.0,31.0,14.0
shot,29,4.0,8.0,17.0
opened,5,2.0,1.0,2.0
confused,22,11.0,2.0,9.0
seems,94,36.0,18.0,40.0
ship,8,2.0,,6.0
dustbin,2,,2.0,
dwell,1,1.0,,
happened,70,31.0,9.0,30.0
passed,19,10.0,2.0,7.0
shame,45,26.0,1.0,18.0
supportive,1,1.0,,
nan,2,,1.0,1.0
office,106,43.0,18.0,45.0
tv,110,28.0,30.0,52.0
mlb,2,,,2.0
mlbn,1,,,1.0
televising,1,,,1.0
det,1,,,1.0
bal,1,,,1.0
wieters,2,,1.0,1.0
empty,22,7.0,2.0,13.0
handed,4,,2.0,2.0
ics,9,1.0,3.0,5.0
found,156,48.0,43.0,65.0
indulge,2,,,2.0
cupcakes,14,2.0,4.0,8.0
magnolia,1,,,1.0
bakery,6,1.0,1.0,4.0
laying,23,8.0,8.0,7.0
workkk,1,1.0,,
definitely,68,19.0,30.0,19.0
pinched,2,2.0,,
nerve,2,2.0,,
exhausting,6,2.0,1.0,3.0
weekend,402,92.0,163.0,147.0
ur,253,44.0,102.0,107.0
flight,35,10.0,14.0,11.0
cancelled,29,16.0,6.0,7.0
blows,9,7.0,1.0,1.0
ohh,44,15.0,13.0,16.0
distracted,8,2.0,2.0,4.0
taking,103,31.0,31.0,41.0
trouble,23,17.0,4.0,2.0
follow,207,29.0,78.0,100.0
others,36,5.0,13.0,18.0
feelin,30,15.0,8.0,7.0
bills,15,6.0,1.0,8.0
haii,1,1.0,,
paying,18,7.0,4.0,7.0
broke,92,55.0,7.0,30.0
sure,271,64.0,106.0,101.0
jst,9,1.0,,8.0
planning,27,6.0,6.0,15.0
tet,1,,,1.0
outing,2,1.0,,1.0
marwell,1,,,1.0
times,133,42.0,51.0,40.0
mcfly,22,2.0,9.0,11.0
gig,26,9.0,8.0,9.0
nightt,1,,1.0,
amazin,2,,2.0,
sit,31,17.0,3.0,11.0
ma,29,4.0,14.0,11.0
mate,31,6.0,13.0,12.0
tutus,1,,1.0,
without,130,66.0,23.0,41.0
migraine,16,11.0,3.0,2.0
postr01,1,1.0,,
relaxing,42,6.0,29.0,7.0
whens,2,,,2.0
sway,10,,4.0,6.0
winner,7,1.0,2.0,4.0
announced,8,2.0,1.0,5.0
wide,20,8.0,5.0,7.0
awake,87,32.0,18.0,37.0
wake,67,21.0,11.0,35.0
busyy,1,,,1.0
booo,14,3.0,2.0,9.0
whoo,8,,5.0,3.0
mommy,70,13.0,45.0,12.0
dog,85,36.0,23.0,26.0
officially,39,16.0,9.0,14.0
dogs,32,16.0,8.0,8.0
half,85,32.0,15.0,38.0
heartedly,2,1.0,1.0,
realized,37,12.0,8.0,17.0
msgs,5,2.0,1.0,2.0
frist,1,,1.0,
parents,44,16.0,9.0,19.0
exciting,38,5.0,27.0,6.0
argh,19,13.0,1.0,5.0
noo,11,8.0,2.0,1.0
killers,8,2.0,,6.0
wossy,2,1.0,,1.0
brandon,4,3.0,1.0,
total,12,3.0,3.0,6.0
failure,6,3.0,,3.0
repeated,3,2.0,1.0,
investigate,2,1.0,,1.0
peter,6,,2.0,4.0
gordon,1,,,1.0
hide,7,,1.0,6.0
5yk38,1,,,1.0
lifting,3,1.0,2.0,
drum,4,1.0,1.0,2.0
hardware,3,1.0,,2.0
downer,3,1.0,1.0,1.0
celebrate,17,,13.0,4.0
start,176,36.0,59.0,81.0
partying,17,,11.0,6.0
agree,47,8.0,23.0,16.0
puters,10,4.0,2.0,4.0
hopeless,3,2.0,,1.0
everything,135,39.0,39.0,57.0
degrees,15,7.0,3.0,5.0
gross,19,7.0,2.0,10.0
skies,4,1.0,2.0,1.0
thunderstorms,2,1.0,1.0,
perfect,77,11.0,52.0,14.0
match,21,5.0,9.0,7.0
mood,51,21.0,17.0,13.0
_2nd,1,,1.0,
rb,5,2.0,1.0,2.0
ps3,11,4.0,2.0,5.0
heeels,1,,,1.0
finger,25,22.0,,3.0
bunch,13,3.0,5.0,5.0
bumps,3,3.0,,
tongue,16,11.0,1.0,4.0
dang,44,26.0,7.0,11.0
7aigm,1,1.0,,
ohoh,1,1.0,,
announcement,3,2.0,,1.0
difference,15,1.0,6.0,8.0
damnit,10,8.0,,2.0
drag,20,7.0,4.0,9.0
moving,60,23.0,11.0,26.0
crazy,92,37.0,27.0,28.0
fever,26,18.0,1.0,7.0
spending,27,4.0,13.0,10.0
notes,14,7.0,3.0,4.0
research,13,4.0,4.0,5.0
essay,17,6.0,2.0,9.0
recalled,1,1.0,,
book,106,21.0,47.0,38.0
fair,57,36.0,7.0,14.0
ireland,4,,2.0,2.0
ya,167,27.0,83.0,57.0
review,18,3.0,9.0,6.0
sunehre,1,,1.0,
ad,10,,5.0,5.0
placement,4,1.0,3.0,
oow6mk,1,,1.0,
loooove,1,,1.0,
hungry,75,38.0,7.0,30.0
ps,31,7.0,12.0,12.0
send,81,15.0,21.0,45.0
direct,21,5.0,3.0,13.0
messages,35,12.0,6.0,17.0
telling,26,6.0,8.0,12.0
jewish,1,,1.0,
beer,49,9.0,17.0,23.0
wit,23,10.0,4.0,9.0
boyos,1,,,1.0
ill,116,39.0,25.0,52.0
lm,3,1.0,1.0,1.0
matt,15,3.0,6.0,6.0
btw,84,15.0,40.0,29.0
phone,238,87.0,33.0,118.0
told,78,28.0,16.0,34.0
b4,27,8.0,9.0,10.0
might,151,34.0,50.0,67.0
sadly,61,47.0,1.0,13.0
ehhh,1,,,1.0
dentist,20,10.0,2.0,8.0
molar,3,,,3.0
pulled,13,6.0,2.0,5.0
root,2,1.0,,1.0
canal,3,1.0,1.0,1.0
driving,54,21.0,13.0,20.0
elmwood,1,1.0,,
wango,5,,5.0,
tango,5,,4.0,1.0
awsome,15,,13.0,2.0
version,36,5.0,12.0,19.0
interactive,2,,1.0,1.0
siberian,1,,1.0,
planner,1,,1.0,
launched,3,1.0,1.0,1.0
c5ljwm,1,,1.0,
_30439,1,,1.0,
real,109,31.0,35.0,43.0
smile,46,3.0,32.0,11.0
december,10,3.0,5.0,2.0
flys,2,2.0,,
woo,38,2.0,22.0,14.0
cavs,16,1.0,7.0,8.0
face,86,36.0,24.0,26.0
soaps,2,,1.0,1.0
believe,137,49.0,42.0,46.0
boba,2,,1.0,1.0
warm,52,18.0,18.0,16.0
wele,134,1.0,99.0,34.0
plans,52,18.0,15.0,19.0
arrival,7,3.0,2.0,2.0
air,41,13.0,11.0,17.0
counting,11,4.0,1.0,6.0
swamped,3,2.0,,1.0
deadlines,4,1.0,,3.0
charades,1,1.0,,
brainfreeze,1,,,1.0
shorting,1,,,1.0
gravity,5,,1.0,4.0
integrated,1,,,1.0
subtract,1,,,1.0
pic,117,26.0,39.0,52.0
character,11,,5.0,6.0
sunburn,17,12.0,1.0,4.0
peeling,3,3.0,,
perky,2,,,2.0
purple,15,3.0,7.0,5.0
nail,7,4.0,,3.0
polish,4,1.0,,3.0
chipped,1,,,1.0
4sx96,1,,,1.0
camera,45,13.0,12.0,20.0
smokers,1,,,1.0
pit,8,2.0,2.0,4.0
vandalize,1,,,1.0
door,28,8.0,4.0,16.0
caught,30,8.0,6.0,16.0
since,161,57.0,41.0,63.0
mooks,1,1.0,,
fy,9,1.0,7.0,1.0
fn,3,2.0,1.0,
pen,4,2.0,,2.0
cuddle,9,6.0,2.0,1.0
aimed,1,1.0,,
joining,10,3.0,4.0,3.0
cell,19,7.0,4.0,8.0
dying,21,11.0,2.0,8.0
qood,2,,1.0,1.0
morninq,1,,,1.0
original,11,3.0,4.0,4.0
storyyyyy,1,,,1.0
respect,11,2.0,7.0,2.0
erasure,1,,,1.0
aaaaaah,1,,,1.0
needs,75,20.0,14.0,41.0
nails,19,4.0,4.0,11.0
wormy,1,,,1.0
labyrinth,1,,,1.0
away,209,84.0,42.0,83.0
around,164,32.0,62.0,70.0
form,10,2.0,4.0,4.0
67aim,1,,,1.0
pants,18,7.0,2.0,9.0
idea,92,27.0,37.0,28.0
attempt,15,6.0,4.0,5.0
attract,2,1.0,,1.0
business,44,9.0,12.0,23.0
airlines,2,1.0,,1.0
infact,2,,2.0,
popular,12,2.0,5.0,5.0
india,8,3.0,3.0,2.0
talented,11,2.0,9.0,
film,36,4.0,14.0,18.0
actress,5,,5.0,
dosent,5,3.0,,2.0
daniel,5,,4.0,1.0
won,43,4.0,27.0,12.0
dsds,1,,1.0,
massacre,3,,1.0,2.0
australia,22,2.0,13.0,7.0
p6lfch,1,,,1.0
lobster,4,1.0,,3.0
_x_atl,1,,1.0,
jack,22,9.0,5.0,8.0
barakats,1,,1.0,
ssoo,1,,1.0,
address,11,4.0,2.0,5.0
bees,7,4.0,2.0,1.0
afternoon,60,9.0,27.0,24.0
famous,13,,6.0,7.0
jumped,3,3.0,,
table,19,7.0,6.0,6.0
searching,12,4.0,1.0,7.0
fantastic,43,,39.0,4.0
including,16,3.0,5.0,8.0
several,15,6.0,6.0,3.0
met,34,5.0,15.0,14.0
tamlyn,1,,1.0,
sock,2,,1.0,1.0
rice,19,3.0,9.0,7.0
crusty,1,,,1.0
bread,8,2.0,1.0,5.0
chili,7,3.0,,4.0
aawww,1,,,1.0
evening,84,13.0,43.0,28.0
save,52,18.0,16.0,18.0
packing,36,13.0,8.0,15.0
tea,65,9.0,20.0,36.0
typically,2,,1.0,1.0
mouth,20,14.0,2.0,4.0
_dec0de,1,,,1.0
history,27,12.0,4.0,11.0
pm,18,6.0,7.0,5.0
highschool,3,1.0,1.0,1.0
pancakes,13,1.0,9.0,3.0
lemon,7,1.0,3.0,3.0
si,4,3.0,1.0,
bueno,5,1.0,2.0,2.0
entertain,3,2.0,1.0,
hunrgy,1,1.0,,
heels,9,2.0,3.0,4.0
kill,30,21.0,2.0,7.0
hardly,13,7.0,4.0,2.0
electronic,1,1.0,,
keys,19,4.0,3.0,12.0
stopped,33,17.0,5.0,11.0
keyhole,1,1.0,,
technology,7,1.0,4.0,2.0
likes,27,3.0,16.0,8.0
fishies,4,3.0,1.0,
name,99,17.0,39.0,43.0
tony,9,4.0,2.0,3.0
goodmorning,14,,12.0,2.0
took,113,40.0,22.0,51.0
shift,23,11.0,4.0,8.0
mother,74,11.0,45.0,18.0
john,38,3.0,25.0,10.0
snake,3,,1.0,2.0
picture,79,20.0,27.0,32.0
4wukt,1,,1.0,
ludi,1,,1.0,
rug,4,,1.0,3.0
waterfront,2,1.0,,1.0
anymore,103,57.0,13.0,33.0
faccia,1,1.0,,
luna,4,3.0,,1.0
clarendon,1,1.0,,
loves,76,7.0,58.0,11.0
slipped,2,1.0,,1.0
poop,9,3.0,1.0,5.0
urge,5,2.0,1.0,2.0
weeks,118,37.0,22.0,59.0
47days,1,,1.0,
passengers,2,1.0,1.0,
alive,13,4.0,4.0,5.0
sharing,23,1.0,18.0,4.0
reader,5,,,5.0
newb,1,,,1.0
chilled,10,2.0,2.0,6.0
spew,2,,,2.0
venom,1,,,1.0
styles,2,,1.0,1.0
pray,25,5.0,12.0,8.0
lord,13,3.0,5.0,5.0
knows,26,11.0,4.0,11.0
aaaaaw,1,,,1.0
usa,14,1.0,7.0,6.0
rough,9,5.0,,4.0
photo,61,18.0,16.0,27.0
prom,41,10.0,18.0,13.0
foot,29,15.0,4.0,10.0
surgery,25,12.0,4.0,9.0
wishing,61,7.0,37.0,17.0
boyfriend,36,12.0,7.0,17.0
chackin,1,,,1.0
dammit,21,19.0,,2.0
67qv3,1,1.0,,
forever,39,15.0,13.0,11.0
ethan,2,1.0,1.0,
giving,31,12.0,9.0,10.0
easy,48,11.0,21.0,16.0
beautiful,128,5.0,93.0,30.0
straight,22,8.0,3.0,11.0
bella,11,3.0,4.0,4.0
arch,1,,1.0,
checking,12,3.0,3.0,6.0
mvccs,1,,1.0,
cad,1,,1.0,
degree,13,5.0,5.0,3.0
pencils,1,,,1.0
sharp,3,,1.0,2.0
sharpened,1,,,1.0
pencil,1,,,1.0
philosophy,2,,1.0,1.0
usually,33,11.0,5.0,17.0
positive,14,,11.0,3.0
daze,1,,,1.0
mins,27,9.0,3.0,15.0
lee,6,,3.0,3.0
paris,13,1.0,4.0,8.0
pany,40,11.0,9.0,20.0
cooking,21,4.0,7.0,10.0
lots,92,22.0,37.0,33.0
kitchen,19,10.0,4.0,5.0
together,58,11.0,27.0,20.0
bouncing,2,1.0,,1.0
rush,13,4.0,2.0,7.0
nauseous,4,4.0,,
woolsery,1,,1.0,
north,17,7.0,5.0,5.0
molton,1,,1.0,
u16,1,,1.0,
clinch,1,,1.0,
devon,5,1.0,1.0,3.0
league,4,,1.0,3.0
title,12,1.0,4.0,7.0
lovely,112,5.0,91.0,16.0
singstar,2,1.0,,1.0
fave,21,1.0,16.0,4.0
duetter,1,1.0,,
bb,20,7.0,6.0,7.0
cereal,4,,2.0,2.0
nut,5,2.0,3.0,
kind,93,27.0,35.0,31.0
weird,50,36.0,3.0,11.0
singing,32,10.0,13.0,9.0
gnr,1,,1.0,
daughter,27,5.0,13.0,9.0
birds,11,1.0,4.0,6.0
man,249,93.0,77.0,79.0
yet,224,58.0,65.0,101.0
u2,6,1.0,3.0,2.0
radio,36,9.0,15.0,12.0
alwas,1,,1.0,
street,25,7.0,7.0,11.0
fighter,1,1.0,,
lacking,5,4.0,,1.0
seth,1,1.0,,
fil,3,1.0,1.0,1.0
espns,1,,1.0,
baseball,17,4.0,5.0,8.0
rained,10,4.0,2.0,4.0
honeymoon,3,1.0,,2.0
moon,35,8.0,14.0,13.0
joseph,2,1.0,,1.0
arthur,2,,1.0,1.0
stung,4,2.0,,2.0
slightly,19,9.0,2.0,8.0
swollen,12,8.0,1.0,3.0
realised,15,2.0,5.0,8.0
referring,2,,,2.0
exchange,9,2.0,2.0,5.0
lj,5,,2.0,3.0
regards,3,1.0,1.0,1.0
archive,1,,,1.0
postings,1,,,1.0
bumping,3,2.0,1.0,
opus,1,1.0,,
act,13,6.0,4.0,3.0
kiss,22,3.0,11.0,8.0
feet,39,18.0,9.0,12.0
anything,160,46.0,46.0,68.0
heres,20,3.0,6.0,11.0
brief,4,1.0,1.0,2.0
preview,10,4.0,1.0,5.0
ehcfp,1,1.0,,
creepy,10,3.0,2.0,5.0
role,13,2.0,6.0,5.0
scared,29,19.0,2.0,8.0
crab,4,1.0,2.0,1.0
legs,33,19.0,4.0,10.0
attending,7,3.0,,4.0
instead,87,26.0,26.0,35.0
hicks,1,1.0,,
gettn,1,1.0,,
jersey,5,1.0,1.0,3.0
heart,71,35.0,12.0,24.0
whoeva,1,1.0,,
sees,9,5.0,1.0,3.0
prayer,6,2.0,2.0,2.0
shops,11,2.0,3.0,6.0
grass,9,2.0,1.0,6.0
transform,1,,,1.0
bedroom,6,2.0,2.0,2.0
random,29,10.0,4.0,15.0
spinning,7,5.0,,2.0
chiropractor,2,2.0,,
laundry,19,4.0,9.0,6.0
nathan,6,2.0,1.0,3.0
sponsor,1,,,1.0
proud,31,3.0,25.0,3.0
hw,9,4.0,,5.0
according,12,2.0,2.0,8.0
quarter,6,4.0,1.0,1.0
families,3,3.0,,
six,20,9.0,2.0,9.0
poverty,2,2.0,,
spend,60,20.0,20.0,20.0
uploading,19,4.0,3.0,12.0
bamboozle,3,,1.0,2.0
pictures,63,13.0,21.0,29.0
congratulations,30,,30.0,
finish,52,11.0,16.0,25.0
month,76,20.0,30.0,26.0
tahoe,1,1.0,,
june,72,19.0,23.0,30.0
wack,6,2.0,2.0,2.0
ihavent,1,1.0,,
promotions,1,1.0,,
finagle,1,1.0,,
asap,15,4.0,7.0,4.0
vips,1,,,1.0
acts,5,,3.0,2.0
_marie,5,,2.0,3.0
mute,8,3.0,,5.0
sometimes,78,32.0,15.0,31.0
workin,19,6.0,1.0,12.0
tips,13,1.0,4.0,8.0
quick,36,10.0,9.0,17.0
chance,54,18.0,15.0,21.0
hates,38,35.0,,3.0
headaches,12,6.0,1.0,5.0
